"date","state","contact","age","gender","category_level2","category_level3","amount","no_of_reports"
"2023-05-01","NT","Social media/Online forums","55 - 64","F","Dating and romance","Dating and romance scams","","1"
"2023-05-01","NT","Social media/Online forums","25 - 34","M","Buying or selling","Overpayment scams","","1"
"2023-06-01","OTHERS","Social media/Online forums","45 - 54","M","Other","Other scams","","1"
"2023-12-01","OTHERS","Social media/Online forums","35 - 44","M","Attempts to gain your personal information","Hacking","","1"
"2023-12-01","OTHERS","Social media/Online forums","35 - 44","M","Jobs and employment","Jobs and employment scams","","1"
"2023-12-01","SA","Social media/Online forums","35 - 44","F","Other","Other scams","","1"
"2023-11-01","NSW","Social media/Online forums","35 - 44","F","Buying or selling","Overpayment scams","","1"
"2023-01-01","VIC","Social media/Online forums","Unspecified","M","Buying or selling","False billing","","1"
"2023-04-01","NSW","Social media/Online forums","Under 18","M","Attempts to gain your personal information","Hacking","","1"
"2023-03-01","ACT","Social media/Online forums","45 - 54","M","Buying or selling","Online shopping scams","","1"
"2023-08-01","NSW","Social media/Online forums","55 - 64","F","Investment scams","Investment scams","","1"
"2023-02-01","VIC","Social media/Online forums","35 - 44","X","Buying or selling","Online shopping scams","","2"
"2023-03-01","NSW","Social media/Online forums","45 - 54","M","Attempts to gain your personal information","Identity theft","","1"
"2023-10-01","VIC","Social media/Online forums","Unspecified","F","Buying or selling","False billing","","1"
"2023-12-01","SA","Social media/Online forums","35 - 44","M","Buying or selling","Classified scams","","2"
"2023-06-01","OTHERS","Social media/Online forums","35 - 44","M","Other","Other scams","","1"
"2023-04-01","VIC","Social media/Online forums","Unspecified","F","Other","Other scams","","1"
"2023-08-01","NSW","Social media/Online forums","Unspecified","F","Buying or selling","Overpayment scams","","1"
"2023-12-01","ACT","Social media/Online forums","18 - 24","F","Buying or selling","False billing","","1"
"2023-10-01","SA","Social media/Online forums","55 - 64","M","Buying or selling","Classified scams","","3"
"2023-07-01","TAS","Social media/Online forums","45 - 54","F","Other","Other scams","","1"
"2023-09-01","NSW","Social media/Online forums","35 - 44","F","Attempts to gain your personal information","Remote access scams","","1"
"2023-07-01","ACT","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","","1"
"2023-06-01","NSW","Social media/Online forums","55 - 64","M","Dating and romance","Dating and romance scams","","2"
"2023-01-01","VIC","Social media/Online forums","45 - 54","M","Unexpected winnings","Travel, prizes and lottery scams","","1"
"2023-07-01","VIC","Social media/Online forums","35 - 44","F","Unexpected money","inheritance and unexpected money","","1"
"2023-05-01","NSW","Social media/Online forums","45 - 54","F","Buying or selling","Overpayment scams","","1"
"2023-03-01","QLD","Social media/Online forums","18 - 24","F","Other","Other scams","","1"
"2023-12-01","NSW","Social media/Online forums","18 - 24","F","Unexpected winnings","Travel, prizes and lottery scams","","1"
"2023-08-01","QLD","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","","1"
"2023-09-01","NSW","Social media/Online forums","25 - 34","M","Jobs and employment","Pyramid schemes","","1"
"2023-08-01","WA","Social media/Online forums","55 - 64","F","Unexpected winnings","Travel, prizes and lottery scams","","1"
"2023-01-01","WA","Social media/Online forums","Unspecified","F","Jobs and employment","Jobs and employment scams","","1"
"2023-07-01","QLD","Social media/Online forums","Unspecified","F","Unexpected winnings","Travel, prizes and lottery scams","","1"
"2023-10-01","QLD","Social media/Online forums","55 - 64","F","Attempts to gain your personal information","Identity theft","","1"
"2023-10-01","VIC","Social media/Online forums","25 - 34","M","Attempts to gain your personal information","Hacking","","1"
"2023-04-01","NSW","Social media/Online forums","Unspecified","F","Unexpected winnings","Travel, prizes and lottery scams","","1"
"2023-09-01","WA","Social media/Online forums","45 - 54","F","Other","Other scams","","1"
"2023-05-01","TAS","Social media/Online forums","18 - 24","M","Dating and romance","Dating and romance scams","","1"
"2023-02-01","NSW","Social media/Online forums","35 - 44","F","Unexpected money","inheritance and unexpected money","","1"
"2023-10-01","VIC","Social media/Online forums","18 - 24","M","Attempts to gain your personal information","Phishing","","1"
"2023-12-01","VIC","Social media/Online forums","25 - 34","M","Dating and romance","Dating and romance scams","","1"
"2023-01-01","WA","Social media/Online forums","35 - 44","F","Attempts to gain your personal information","Identity theft","","1"
"2023-06-01","QLD","Social media/Online forums","25 - 34","F","Attempts to gain your personal information","Phishing","","1"
"2023-01-01","NSW","Social media/Online forums","55 - 64","M","Attempts to gain your personal information","Identity theft","","1"
"2023-02-01","TAS","Social media/Online forums","25 - 34","M","Buying or selling","False billing","","1"
"2023-05-01","NSW","Social media/Online forums","65 and over","M","Buying or selling","False billing","","1"
"2023-12-01","SA","Social media/Online forums","35 - 44","M","Unexpected money","inheritance and unexpected money","","1"
"2023-08-01","VIC","Social media/Online forums","18 - 24","F","Jobs and employment","Pyramid schemes","","1"
"2023-02-01","VIC","Social media/Online forums","55 - 64","F","Unexpected winnings","Travel, prizes and lottery scams","","1"
"2023-05-01","NSW","Social media/Online forums","55 - 64","M","Attempts to gain your personal information","Phishing","","1"
"2023-07-01","VIC","Social media/Online forums","45 - 54","F","Attempts to gain your personal information","Phishing","","1"
"2023-05-01","OTHERS","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","","1"
"2023-05-01","QLD","Social media/Online forums","65 and over","M","Unexpected money","inheritance and unexpected money","","1"
"2023-05-01","SA","Social media/Online forums","25 - 34","M","Unexpected winnings","Travel, prizes and lottery scams","","1"
"2023-05-01","QLD","Social media/Online forums","55 - 64","M","Attempts to gain your personal information","Identity theft","","1"
"2023-05-01","OTHERS","Social media/Online forums","35 - 44","M","Attempts to gain your personal information","Phishing","","1"
"2023-02-01","OTHERS","Social media/Online forums","18 - 24","M","Dating and romance","Dating and romance scams","","1"
"2023-01-01","SA","Social media/Online forums","18 - 24","F","Other","Other scams","","1"
"2023-01-01","SA","Social media/Online forums","18 - 24","F","Attempts to gain your personal information","Phishing","","1"
"2023-12-01","VIC","Social media/Online forums","Unspecified","M","Attempts to gain your personal information","Phishing","","2"
"2023-12-01","QLD","Social media/Online forums","Unspecified","M","Attempts to gain your personal information","Phishing","","1"
"2023-02-01","VIC","Social media/Online forums","45 - 54","F","Other","Other scams","","1"
"2023-07-01","SA","Social media/Online forums","45 - 54","M","Unexpected money","Rebate scams","","1"
"2023-09-01","VIC","Social media/Online forums","55 - 64","F","Dating and romance","Dating and romance scams","","1"
"2023-07-01","QLD","Social media/Online forums","25 - 34","F","Attempts to gain your personal information","Remote access scams","","1"
"2023-09-01","NSW","Social media/Online forums","25 - 34","F","Attempts to gain your personal information","Hacking","","1"
"2023-04-01","SA","Social media/Online forums","65 and over","F","Buying or selling","Health and medical products","","1"
"2023-06-01","NSW","Social media/Online forums","Unspecified","M","Attempts to gain your personal information","Phishing","","1"
"2023-09-01","NSW","Social media/Online forums","65 and over","F","Attempts to gain your personal information","Identity theft","","1"
"2023-08-01","NSW","Social media/Online forums","35 - 44","M","Threats and extortion","Ransomware and malware","","1"
"2023-12-01","OTHERS","Social media/Online forums","18 - 24","F","Dating and romance","Dating and romance scams","","1"
"2023-10-01","VIC","Social media/Online forums","65 and over","M","Unexpected money","Rebate scams","","1"
"2023-01-01","QLD","Social media/Online forums","65 and over","F","Unexpected money","inheritance and unexpected money","","1"
"2023-03-01","QLD","Social media/Online forums","Unspecified","M","Buying or selling","False billing","","1"
"2023-11-01","WA","Social media/Online forums","Unspecified","M","Other","Other scams","","1"
"2023-04-01","OTHERS","Social media/Online forums","35 - 44","F","Investment scams","Betting and sports investment scams","","1"
"2023-08-01","NSW","Social media/Online forums","55 - 64","F","Threats and extortion","Ransomware and malware","","1"
"2023-02-01","WA","Social media/Online forums","Unspecified","M","Other","Other scams","","1"
"2023-09-01","QLD","Social media/Online forums","35 - 44","F","Other","Other scams","","1"
"2023-03-01","QLD","Social media/Online forums","35 - 44","M","Dating and romance","Dating and romance scams","","1"
"2023-10-01","WA","Social media/Online forums","65 and over","F","Buying or selling","Online shopping scams","","1"
"2023-12-01","VIC","Social media/Online forums","Unspecified","F","Buying or selling","False billing","","1"
"2023-12-01","ACT","Social media/Online forums","35 - 44","M","Buying or selling","Classified scams","","1"
"2023-01-01","SA","Social media/Online forums","45 - 54","M","Attempts to gain your personal information","Phishing","","1"
"2023-10-01","NSW","Social media/Online forums","18 - 24","M","Jobs and employment","Jobs and employment scams","","1"
"2023-09-01","VIC","Social media/Online forums","45 - 54","M","Buying or selling","Overpayment scams","","1"
"2023-12-01","VIC","Social media/Online forums","Unspecified","M","Unexpected money","Rebate scams","","1"
"2023-03-01","WA","Social media/Online forums","25 - 34","M","Buying or selling","False billing","","1"
"2023-06-01","WA","Social media/Online forums","35 - 44","M","Attempts to gain your personal information","Hacking","","1"
"2023-01-01","NSW","Social media/Online forums","Unspecified","M","Buying or selling","False billing","","1"
"2023-06-01","QLD","Social media/Online forums","45 - 54","F","Other","Other scams","","1"
"2023-02-01","VIC","Social media/Online forums","25 - 34","M","Threats and extortion","Ransomware and malware","","1"
"2023-07-01","NSW","Social media/Online forums","Unspecified","F","Other","Other scams","","1"
"2023-01-01","QLD","Social media/Online forums","25 - 34","M","Buying or selling","False billing","","1"
"2023-11-01","VIC","Social media/Online forums","45 - 54","M","Other","Other scams","","1"
